,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Varidnaviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Varidnaviria,gene_counts unclassified viruses,gene_countsUnclassified
1251,K04749,,,0.5736515007296905,,,,0.5863012363647772,,,323.5324,,,,69.8168
1252,K04750,,,0.6014760678660145,,,,,,,184.79120000000003,,,,
1253,K04751,,,0.6026276289175322,,,,,,,52.84240000000001,,,,
1254,K04752,,,0.609,,,,,,,8.1312,,,,
1255,K04754,,,0.592370171555809,,,,,,,25.8481,,,,
1256,K04755,,,0.6125950691685345,,,,,,,5.8749,,,,
1257,K04756,,,0.6342341400405164,,,,,,,7.7817,,,,
1258,K04757,,,0.5765817246253137,,,,0.651802589182829,,,194.7222,,,,24.912399999999998
1259,K04758,,,0.5827681427377119,,,,,,,12.8899,,,,
1260,K04759,,,0.6182154947930438,,,,,,,31.913500000000003,,,,
1261,K04760,,,0.6134615938131667,,,,,,,46.5837,,,,
1262,K04762,,,0.6466796950286406,,,,,,,13.793099999999999,,,,
1263,K04763,,,0.6070252867225671,,,,,,,415.5762,,,,
1264,K04764,,,0.5844761083618444,,,,,,,18.2681,,,,
1265,K04768,,,0.745,,,,,,,5.9088,,,,
1266,K04771,,,0.5971354288198122,,,,,,,78.7111,,,,
1267,K04773,,,0.6043422983775456,,,,,,,62.228,,,,
1268,K05275,,,0.5913279693606516,,,,,,,135.93269999999998,,,,
1269,K05281,,,0.609,,,,,,,6.1954,,,,
1270,K05303,,,0.547940619641767,,,,,,,41.157000000000004,,,,
1271,K05306,,,0.6629999999999999,,,,,,,6.806,,,,
1272,K05337,,,0.6067559986592924,,,,0.603,,,31.3838,,,,3.0247
1273,K05343,,,0.5621227590047057,,,,,,,61.2659,,,,
1274,K05349,,,0.5918395617246066,,,,,,,37.0831,,,,
1275,K05365,,,0.616452284067095,,,,,,,24.3477,,,,
1276,K05366,,,0.6181423572594198,,,,,,,30.6034,,,,
1277,K05375,,,0.469,,,,,,,1.4636,,,,
1278,K05515,,,0.5820000000000001,,,,,,,20.1913,,,,
1279,K05520,,,0.584,,,,,,,3.6395,,,,
1280,K05522,,,0.5852919925029616,,,,,,,9.1707,,,,
1281,K05524,,,0.5469712123466571,,,,,,,64.63680000000001,,,,
1282,K05527,,,0.6759184196833711,,,,,,,4.103899999999999,,,,
1283,K05540,,,0.6082582495889182,,,,,,,31.613899999999997,,,,
1284,K05555,,,0.5810475282180908,,,,,,,125.84779999999998,,,,
1285,K05558,,,0.6896360525875375,,,,,,,7.2949,,,,
1286,K05589,,,0.5931062406504363,,,,0.6060310629480836,,,26.9173,,,,7.275499999999999
1287,K05595,,,0.5825519540783385,,,,,,,81.2372,,,,
1288,K05603,,,0.62,,,,,,,6.6517,,,,
1289,K05606,,,0.5925541307241677,,,,,,,53.7103,,,,
1290,K05710,,,0.5921963323273587,,,,,,,49.651399999999995,,,,
1291,K05711,,,0.638,,,,,,,4.9111,,,,
1292,K05770,,,0.546,,,,,,,5.0327,,,,
1293,K05772,,,0.5920000000000001,,,,,,,1.5688,,,,
1294,K05785,,,0.5573015594767193,,,,0.634,,,63.55499999999999,,,,2.6071
1295,K05788,,,0.5895488619720644,,,,,,,60.3341,,,,
1296,K05794,,,0.5778548221899985,,,,,,,52.1595,,,,
1297,K05799,,,0.5995062515524316,,,,,,,24.313499999999998,,,,
1298,K05800,,,0.607,,,,,,,5.9423,,,,
1299,K05801,,,0.652,,,,,,,2.5962,,,,
1300,K05807,,,0.5880513834315428,,,,0.603,,,61.817899999999995,,,,7.1364
1301,K05808,,,0.601,,,,,,,5.9347,,,,
1302,K05810,,,0.6262125696732407,,,,,,,67.8995,,,,
1303,K05817,,,0.5934794035330039,,,,,,,27.485799999999998,,,,
1304,K05826,,,0.537870315613177,,,,0.5660000000000001,,,53.75180000000001,,,,4.959
1305,K05833,,,0.6890000000000001,,,,,,,2.747,,,,
1306,K05837,,,0.569,,,,,,,5.7805,,,,
1307,K05841,,,0.626,,,,,,,8.694,,,,
1308,K05845,,,0.5978678467084809,,,,,,,50.674899999999994,,,,
1309,K05846,,,0.613,,,,,,,15.9494,,,,
1310,K05847,,,0.6065313069361564,,,,,,,28.0106,,,,
1311,K05873,,,0.6098160775754473,,,,0.5922478901975922,,,13.0425,,,,26.1345
1312,K05881,,,0.657,,,,,,,5.011,,,,
1313,K05896,,,0.5939262323336579,,,,0.634,,,95.2509,,,,4.8227
1314,K05913,,,0.5555417566719915,,,,0.563,,,18.8707,,,,15.0002
1315,K05921,,,0.5760000000000001,,,,,,,6.9115,,,,
1316,K05937,,,,,,,0.583,,,,,,,4.3409
1317,K05939,,,0.5951644428764967,,,,,,,25.550400000000003,,,,
1318,K05942,,,0.619,,,,,,,9.4374,,,,
1319,K05946,,,0.5946599878320264,,,,,,,20.54,,,,
1320,K05970,,,0.6223624728237132,,,,,,,10.9609,,,,
1321,K05973,,,0.608,,,,,,,4.7675,,,,
1322,K05979,,,0.672,,,,,,,4.1118,,,,
1323,K05988,,,0.5770000000000001,,,,,,,6.118,,,,
1324,K05989,,,0.5947580295914752,,,,,,,60.115500000000004,,,,
1325,K05995,,,0.6520697161649569,,,,,,,19.3856,,,,
1326,K06006,,,0.6155807755797772,,,,0.6167556634588913,,,77.0535,,,,56.0681
1327,K06013,,,0.5899296471480523,,,,,,,42.50940000000001,,,,
1328,K06015,,,0.618020668263308,,,,,,,51.1138,,,,
1329,K06024,,,0.6256999076564591,,,,,,,86.6662,,,,
1330,K06041,,,0.6148608903532582,,,,,,,43.8218,,,,
1331,K06042,,,0.6854069649624025,,,,,,,6.8966,,,,
1332,K06044,,,0.5632173521966855,,,,,,,24.519599999999997,,,,
1333,K06045,,,0.586,,,,,,,16.1862,,,,
1334,K06048,,,0.5905513911825738,,,,,,,76.16950000000001,,,,
1335,K06075,,,0.6509823799336156,,,,,,,8.9771,,,,
1336,K06076,,,0.563,,,,,,,9.2657,,,,
1337,K06078,,,,,,,0.667,,,,,,,9.2135
1338,K06113,,,0.582506962130866,,,,,,,26.5758,,,,
1339,K06118,,,0.5677373197895277,,,,,,,58.3375,,,,
1340,K06131,,,0.597,,,,,,,6.3421,,,,
1341,K06133,,,0.581914203500636,,,,,,,19.582400000000003,,,,
1342,K06136,,,0.5943324363174751,,,,,,,22.7013,,,,
1343,K06137,,,0.6040039677315333,,,,0.623,,,62.1662,,,,10.4405
1344,K06139,,,0.645,,,,,,,8.7707,,,,
1345,K06142,,,0.6125409812527921,,,,0.6000734004870149,,,59.43540000000001,,,,14.691600000000001
1346,K06143,,,0.5760000000000001,,,,,,,4.4594,,,,
1347,K06147,,,0.5894829588554866,,,,,,,38.4845,,,,
1348,K06152,,,0.5907845303478008,,,,,,,33.2487,,,,
1349,K06153,,,0.5820215158089339,,,,0.5898384182326117,,,120.9611,,,,8.017800000000001
1350,K06162,,,0.6890000000000001,,,,,,,2.7058,,,,
1351,K06167,,,0.5811460720845623,,,,,,,31.3919,,,,
1352,K06168,,,0.5934097480122634,,,,,,,21.9384,,,,
1353,K06173,,,0.704441631545732,,,,,,,12.064,,,,
1354,K06178,,,0.632,,,,,,,4.8029,,,,
1355,K06180,,,0.6353210241107994,,,,,,,31.769000000000002,,,,
1356,K06187,,,0.6160532207914683,,,,,,,93.00009999999999,,,,
1357,K06188,,,0.6065808941670832,,,,,,,26.842399999999998,,,,
1358,K06189,,,0.654,,,,,,,4.6923,,,,
1359,K06190,,,0.67,,,,0.647,,,2.5122,,,,2.0308
1360,K06192,,,0.583,,,,,,,4.8085,,,,
1361,K06194,,,0.667,,,,,,,7.1029,,,,
1362,K06195,,,0.5542304882677392,,,,,,,9.418800000000001,,,,
1363,K06196,,,0.5902499130310079,,,,,,,11.7553,,,,
1364,K06197,,,0.649,,,,,,,2.0931,,,,
1365,K06199,,,0.5533601670556222,,,,,,,58.36900000000001,,,,
1366,K06200,,,0.6222069301690671,,,,,,,52.737,,,,
1367,K06201,,,0.6054255909138015,,,,0.6040000000000001,,,27.779399999999995,,,,6.1637
1368,K06202,,,0.532,,,,0.607,,,2.098,,,,7.2811
1369,K06204,,,0.6063225715604953,,,,0.6152683573207623,,,114.48070000000001,,,,25.4114
1370,K06207,,,0.5975893495183249,,,,,,,49.996,,,,
1371,K06213,,,0.6107279618802878,,,,0.583,,,41.9273,,,,5.2063
1372,K06215,,,0.6197885208864323,,,,,,,95.06369999999998,,,,
1373,K06217,,,0.6069060082534197,,,,,,,85.36099999999999,,,,
1374,K06218,,,0.6791879471089914,,,,,,,23.404400000000003,,,,
1375,K06219,,,0.578,,,,,,,18.4936,,,,
1376,K06223,,,0.5124673942588321,,,,,,,13.4054,,,,
1377,K06287,,,0.62268976369966,,,,,,,57.401199999999996,,,,
1378,K06320,,,0.6184135255979469,,,,,,,12.114,,,,
1379,K06324,,,0.5852851039735798,,,,,,,36.7941,,,,
1380,K06330,,,0.599,,,,,,,3.932,,,,
1381,K06346,,,0.6433186713058117,,,,,,,43.0757,,,,
1382,K06351,,,0.607,,,,,,,15.1376,,,,
1383,K06381,,,0.5880615990487514,,,,,,,10.693200000000001,,,,
1384,K06384,,,0.603428161421027,,,,,,,34.536100000000005,,,,
1385,K06400,,,0.5887849253203873,,,,,,,204.91190000000003,,,,
1386,K06402,,,0.6184492251412491,,,,,,,32.3707,,,,
1387,K06413,,,0.6892187498175576,,,,,,,14.078399999999998,,,,
1388,K06442,,,0.6219537669774169,,,,,,,87.07939999999999,,,,
1389,K06518,,,0.645,,,,,,,3.2801,,,,
1390,K06726,,,0.513,,,,,,,6.7582,,,,
1391,K06859,,,0.6011999999999998,,,,,,,13.5028,,,,
1392,K06861,,,0.5867672446566758,,,,,,,39.753,,,,
1393,K06864,,,0.6311046187146006,,,,,,,77.9735,,,,
1394,K06867,,0.595,0.5848700038132588,,,,,,2.0957,34.0592,,,,
1395,K06871,,,0.5618215416661287,,,,,,,26.224899999999998,,,,
1396,K06872,,,0.6110258130912483,,,,0.588,,,64.9502,,,,4.6515
1397,K06877,,,0.5904699611326742,,,,,,,21.8779,,,,
1398,K06878,,,0.528,,,,,,,1.9591,,,,
1399,K06881,,,0.6284574228669019,,,,,,,10.6491,,,,
1400,K06884,,,0.6960270971135534,,,,,,,7.7075,,,,
1401,K06886,,,0.5934588175729053,,,,,,,41.5603,,,,
1402,K06888,,,0.6256409377412699,,,,0.648,,,170.3001,,,,8.1051
1403,K06889,,0.608,0.5932563677162667,,,,,,4.5064,57.8977,,,,
1404,K06891,,,0.5560769866660032,,,,,,,9.520900000000001,,,,
1405,K06893,,,0.5638817125379914,,,,,,,151.5847,,,,
1406,K06897,,,0.5620611734831953,,,,,,,51.498999999999995,,,,
1407,K06898,,,0.6344884254597546,,,,,,,54.3948,,,,
1408,K06900,,,0.599,,,,,,,5.5971,,,,
1409,K06901,,,0.6086514224121861,,,,,,,94.40230000000001,,,,
1410,K06903,,,0.645,,,,0.581,,,5.8045,,,,6.0946
1411,K06905,,,0.626,,,,,,,7.549,,,,
1412,K06906,,,,,,,0.621,,,,,,,4.5012
1413,K06907,,,0.5947045628070479,,,,,,,24.9617,,,,
1414,K06908,,,,,,,0.534,,,,,,,7.1248
1415,K06909,,,0.578786207134357,,,,,,,22.432000000000002,,,,
1416,K06911,,,0.6074816629807359,,,,,,,174.42199999999997,,,,
1417,K06915,,,0.5919079261024607,,,,,,,12.2044,,,,
1418,K06919,,,0.5913058375963682,,,,,,,8.6545,,,,
1419,K06920,,,0.6063863346727878,,,,,,,33.861000000000004,,,,
1420,K06923,,,0.627,,,,,,,3.8682,,,,
1421,K06925,,,0.6096541097870841,,,,0.638,,,59.318599999999996,,,,7.7609
1422,K06927,,,0.605,,,,,,,5.03,,,,
1423,K06929,,,0.5917179215962165,,,,,,,89.40180000000002,,,,
1424,K06934,,,0.5960892575075346,,,,,,,42.507099999999994,,,,
1425,K06936,,,0.589,,,,,,,6.4828,,,,
1426,K06937,,,0.5724566820105511,,,,,,,103.14909999999999,,,,
1427,K06940,,,0.6245946986401845,,,,0.6050846984197255,,,33.2462,,,,7.538
1428,K06941,,,0.613750436602731,,,,,,,121.9056,,,,
1429,K06945,,,0.6797520967246904,,,,,,,11.8467,,,,
1430,K06949,,,0.7033189102091747,,,,,,,7.0143,,,,
1431,K06952,,,0.667,,,,,,,4.384,,,,
1432,K06953,,,0.674,,,,,,,3.1887,,,,
1433,K06958,,,0.607481869522474,,,,,,,80.7294,,,,
1434,K06960,,,0.5812799962632883,,,,,,,94.59909999999999,,,,
1435,K06969,,,0.6389249255168565,,,,,,,14.548000000000002,,,,
1436,K06971,,,0.6735591313929276,,,,,,,23.928199999999997,,,,
1437,K06975,,,0.618477598327585,,,,,,,17.4215,,,,
1438,K06976,,,0.6452084373414381,,,,,,,16.0591,,,,
1439,K06977,,,0.67,,,,,,,2.9679,,,,
1440,K06978,,,0.5799319305175924,,,,,,,62.5205,,,,
1441,K06980,,,0.6243033770205446,,,,,,,25.6466,,,,
1442,K06985,,,0.6783909165027382,,,,,,,4.747999999999999,,,,
1443,K06987,,,0.644,,,,,,,2.1784,,,,
1444,K06988,,,0.6066020025477425,,,,,,,43.45399999999999,,,,
1445,K06991,,,0.6829999999999999,,,,,,,3.167,,,,
1446,K06992,,,0.537,,,,,,,3.1784,,,,
1447,K06994,,,0.6775382360378164,,,,,,,16.6556,,,,
1448,K06995,,,0.545,,,,,,,2.1445,,,,
1449,K06996,,,0.5876470792893387,,,,,,,53.1191,,,,
1450,K06997,,,0.6212969491287345,,,,,,,87.2259,,,,
1451,K06998,,,0.6148948800327673,0.62,,,,,,101.48429999999999,5.5359,,,
1452,K06999,,,0.629132438841524,,,,,,,12.376100000000001,,,,
1453,K07001,,,0.5948168805441123,,,,,,,58.9445,,,,
1454,K07003,,,0.551,,,,,,,17.1877,,,,
1455,K07005,,,0.608180188002931,,,,,,,70.31830000000001,,,,
1456,K07006,,,0.5877961297573732,,,,,,,68.481,,,,
1457,K07009,,,0.7391837581292864,,,,,,,11.9671,,,,
1458,K07010,,,0.6219880671077042,,,,,,,57.9193,,,,
1459,K07018,,,0.6092813656315165,,,,0.665,,,66.9247,,,,7.8141
1460,K07020,,,0.6672839800154033,,,,,,,26.8283,,,,
1461,K07025,,,0.593,,,,,,,6.3278,,,,
1462,K07027,,,,,,,0.5820000000000001,,,,,,,20.7164
1463,K07029,,,0.6145706616338726,,,,,,,89.38780000000001,,,,
1464,K07030,,,0.7190000000000001,,,,,,,3.872,,,,
1465,K07031,,,0.5659834868938065,,,,,,,48.146,,,,
1466,K07032,,,0.618227276456131,,,,,,,37.0026,,,,
1467,K07034,,,0.58,,,,,,,2.1487,,,,
1468,K07038,,,0.5972159488641487,,,,0.5837676312864551,,,48.500499999999995,,,,22.8519
1469,K07039,,,0.655,,,,,,,2.3406,,,,
1470,K07040,,,0.5998455295041961,,,,0.6796123688195163,,,77.60900000000001,,,,7.9891000000000005
1471,K07042,,,0.6307183330046171,,,,,,,77.52510000000001,,,,
1472,K07044,,,0.647321777349357,,,,,,,11.6711,,,,
1473,K07045,,,0.5731481819484635,,,,,,,42.605000000000004,,,,
1474,K07046,,,0.535252014134962,,,,,,,16.307499999999997,,,,
1475,K07050,,,0.627,,,,,,,6.7061,,,,
1476,K07052,,,0.5902410628540269,0.7599999999999999,,,0.6043160240523886,,,247.82449999999997,5.1946,,,35.717999999999996
1477,K07053,,,0.7502429721622902,,,,,,,9.1557,,,,
1478,K07054,,,0.5932130785816335,,,,,,,39.4051,,,,
1479,K07056,,,0.6351959001048378,,,,,,,75.5084,,,,
1480,K07058,,,0.6116725935328865,,,,0.5789971253816019,,,149.08739999999997,,,,34.8135
1481,K07062,,,0.556628661584787,,,,,,,28.4683,,,,
1482,K07063,,,0.5617788077991488,,,,0.6072368456308808,,,36.0123,,,,20.0545
1483,K07064,,,0.5667808920780096,,,,,,,40.97,,,,
1484,K07065,,,0.5874403594743097,,,,,,,12.379000000000001,,,,
1485,K07066,,,0.574,,,,,,,2.5436,,,,
1486,K07068,,0.6419999999999999,0.6475439650054704,,,,0.569,,8.6174,134.96359999999999,,,,4.2315
1487,K07071,,,0.6438971778699997,,,,,,,60.1549,,,,
1488,K07074,,,0.52,,,,,,,5.1504,,,,
1489,K07075,,,0.6053065498607354,,,,0.583,,,10.8321,,,,4.8311
1490,K07077,,,0.7190000000000001,,,,,,,4.5853,,,,
1491,K07079,,,0.5867617083378118,,,,,,,17.355900000000002,,,,
1492,K07080,,,,,,,0.598,,,,,,,4.1626
1493,K07082,,,0.6098966825556168,,,,0.6088772369585443,,,94.451,,,,15.2646
1494,K07089,,,0.674,,,,,,,3.2013,,,,
1495,K07090,,0.6509999999999999,0.6018892668883413,,,,0.6288694935919786,,6.7497,204.4786,,,,31.3911
1496,K07091,,,0.5973646447969972,,,,,,,22.372,,,,
1497,K07095,,,0.6284566047570902,,,,,,,15.1751,,,,
1498,K07096,,,0.6237763059253812,,,,0.5684121172323058,,,31.4414,,,,16.2618
1499,K07098,,,0.595956641374512,,,,,,,61.0776,,,,
1500,K07100,,,0.619,,,,,,,10.4972,,,,
1501,K07102,,,0.5921620367977601,,,,,,,20.302799999999998,,,,
1502,K07105,,,0.634,,,,,,,2.5622,,,,
1503,K07106,,,0.6318707166481211,,,,,,,69.56490000000001,,,,
1504,K07107,,,0.5880854191511078,,,,,,,48.932599999999994,,,,
1505,K07114,,,0.5770000000000001,,,,0.626,,,6.4212,,,,10.9396
1506,K07118,,,0.5961254378940519,,,,,,,58.3903,,,,
1507,K07120,,,0.6399834889183522,,,,,,,11.5012,,,,
1508,K07124,,,0.6027826297041287,,,,,,,26.929299999999998,,,,
1509,K07126,,,0.6014725598544255,0.5574301186602708,,,0.6372170773567978,,,60.473,6.8033,,,20.6828
1510,K07127,,,0.5781675310872805,,,,,,,40.9992,,,,
1511,K07130,,,0.6168680672133664,,,,,,,27.1665,,,,
1512,K07131,,,0.681344021904254,,,,,,,21.301,,,,
1513,K07133,,,0.5658352827761794,,,,,,,14.008299999999998,,,,
1514,K07141,,,0.6026822604109129,,,,,,,57.1627,,,,
1515,K07146,,,0.447,,,,,,,2.9726,,,,
1516,K07147,,,0.5773216266748379,,,,,,,52.516099999999994,,,,
1517,K07148,,,0.5917742963531701,,,,,,,18.4463,,,,
1518,K07152,,,0.5846479032820934,,,,0.5974702376529087,,,107.9908,,,,17.9624
1519,K07154,,,0.5900133070444507,,,,,,,87.6024,,,,
1520,K07156,,,0.5678629099384053,,,,0.6121179659352134,,,12.014,,,,11.945200000000002
1521,K07157,,,0.6045336422898369,,,,,,,37.1293,,,,
1522,K07160,,,0.6349457579765819,,,,,,,17.8227,,,,
1523,K07161,,,0.6351722358636536,,,,,,,42.4042,,,,
1524,K07164,,,0.6128354802904841,,,,,,,57.827999999999996,,,,
1525,K07165,,,0.6129211267563277,,,,0.6282109158232719,,,35.8301,,,,6.9121999999999995
1526,K07171,,,0.593881721154909,,,,0.615,,,41.349,,,,2.7411
1527,K07172,,,0.6068535307847188,,,,,,,8.251,,,,
1528,K07177,,,0.6724357692094379,,,,,,,8.6298,,,,
1529,K07178,,,0.61,,,,,,,6.6667,,,,
1530,K07180,,,0.5933178511640019,,,,,,,13.3662,,,,
1531,K07181,,,0.5904648259472124,,,,,,,21.981900000000003,,,,
1532,K07182,,,0.728,,,,,,,7.3087,,,,
1533,K07192,,,0.6153768146019741,,,,,,,100.9951,,,,
1534,K07220,,,0.592276599847788,,,,,,,8.3855,,,,
1535,K07221,,,0.5960165598053646,,,,,,,26.077499999999997,,,,
1536,K07223,,,0.5979714387058955,,,,,,,79.1992,,,,
1537,K07226,,,0.581927033654342,,,,,,,43.4618,,,,
1538,K07228,,,0.6990000000000001,,,,,,,5.2079,,,,
1539,K07229,,,0.573,,,,,,,3.3162,,,,
1540,K07238,,,0.586,,,,,,,5.8567,,,,
1541,K07240,,,0.5799625178309198,,,,0.632,,,99.44630000000001,,,,9.3787
1542,K07241,,,0.616623179571921,,,,,,,41.06020000000001,,,,
1543,K07243,,,0.6157046457589891,,,,,,,61.326499999999996,,,,
1544,K07246,,,0.5825634152317449,,,,,,,36.2706,,,,
1545,K07250,,,0.6290493341640121,,,,,,,25.2743,,,,
1546,K07253,,,,,,,0.583,,,,,,,2.9457
1547,K07257,,0.5670000000000001,,,,,,,4.4498,,,,,
1548,K07258,,,0.612,,,,,,,6.1205,,,,
1549,K07259,,,0.6064122448762874,,,,,,,45.6061,,,,
1550,K07260,,,0.574,,,,,,,7.2792,,,,
1551,K07261,,,0.6719933817767322,,,,,,,5.4615,,,,
1552,K07262,,,0.637,,,,,,,3.9175,,,,
1553,K07263,,,0.5961591401157691,,,,,,,140.6438,,,,
1554,K07264,,,0.598726970908397,,,,0.589,,,120.37589999999999,,,,4.0187
1555,K07267,,,0.5594985949253185,,,,0.5854362932324607,,,33.2348,,,,8.661200000000001
1556,K07270,,,,,,,0.493,,,,,,,6.159
1557,K07273,,,0.6345444262763678,,,,,,,18.3454,,,,
1558,K07277,,,0.5536909146668503,,,,,,,25.9906,,,,
1559,K07281,,,0.57,,,,,,,7.2832,,,,
1560,K07283,,,0.583,,,,0.518,,,6.0291,,,,4.3402
1561,K07284,,,0.5875805292968566,,,,,,,20.3504,,,,
1562,K07300,,,0.5986145314301827,,,,,,,26.334400000000002,,,,
1563,K07302,,,0.5914443525896665,,,,,,,58.132600000000004,,,,
1564,K07303,,,0.5920972317991333,,,,,,,30.3039,,,,
1565,K07304,,,0.5924297848432876,,,,,,,191.78460000000004,,,,
1566,K07305,,,0.6004053740904364,,,,,,,55.5941,,,,
1567,K07313,,,0.6070880729003006,,,,,,,6.363300000000001,,,,
1568,K07315,,,0.5927023744930301,,,,0.599,,,550.2058000000001,,,,14.5041
1569,K07317,,,0.574,,,,,,,8.9129,,,,
1570,K07323,,,0.6398906058875486,,,,0.5700435052701288,,,6.0903,,,,18.8891
1571,K07334,,,0.5579231398780201,,,,,,,41.50529999999999,,,,
1572,K07335,,,0.6155037478132173,,,,,,,31.570899999999995,,,,
1573,K07336,,,0.62,,,,,,,3.2512,,,,
1574,K07339,,,0.485,,,,,,,3.4601,,,,
1575,K07340,,,0.6709999999999999,,,,,,,4.5571,,,,
1576,K07341,,,0.6011659126473166,,,,,,,18.5813,,,,
1577,K07343,,,0.615,,,,,,,2.619,,,,
1578,K07344,,,,,,,0.5489999999999999,,,,,,,6.25
1579,K07386,,,0.578,,,,,,,16.9109,,,,
1580,K07390,,,0.577571958006261,,,,,,,15.8104,,,,
1581,K07391,,,0.633451943546312,,,,,,,139.33020000000005,,,,
1582,K07393,,,0.5907172586267878,,,,,,,9.4768,,,,
1583,K07395,,,0.6210704256565096,,,,,,,12.9261,,,,
1584,K07397,,,0.5919263330034081,,,,,,,59.260999999999996,,,,
1585,K07399,,,0.7101014406740148,,,,,,,9.392900000000001,,,,
1586,K07402,,,0.6206634444906107,,,,,,,115.9519,,,,
1587,K07403,,,0.6183357434275405,,,,,,,80.04660000000001,,,,
1588,K07404,,,0.5864770871414301,0.5920000000000001,,,0.597,,,66.96839999999999,3.9163,,,2.5611
1589,K07407,,,0.5712012945437692,,,,,,,241.7137,,,,
1590,K07442,,0.6564771023036663,0.726,,,,,,13.8091,7.8027,,,,
1591,K07443,0.643,,0.6447269408849129,,,,,6.0919,,24.374899999999997,,,,
1592,K07447,,,0.6357534964658988,,,,,,,71.4818,,,,
1593,K07448,,,0.6879999999999998,,,,,,,2.0474,,,,
1594,K07451,,,0.6141510177936893,,,,,,,42.2676,,,,
1595,K07454,,,0.517,,,,,,,4.0687,,,,
1596,K07455,,,,,,,0.5470492452731691,,,,,,,4.543200000000001
1597,K07456,,,0.616082616752411,,,,,,,24.4821,,,,
1598,K07457,,,0.60528069636864,,,,,,,11.021099999999999,,,,
1599,K07458,,,0.6194678154210648,,,,,,,23.5643,,,,
1600,K07459,,,0.51140490726107,,,,,,,13.8241,,,,
1601,K07460,,,0.637522231233569,,,,,,,47.44400000000001,,,,
1602,K07461,,,0.5433528583036259,,,,,,,93.7082,,,,
1603,K07462,,,0.6459808201535044,,,,,,,51.2363,,,,
1604,K07465,,,0.71,,,,,,,10.0098,,,,
1605,K07474,,,,,,,0.624,,,,,,,10.8734
1606,K07478,,,0.6095250392357662,,,,,,,90.33289999999998,,,,
1607,K07480,,,0.5440907206375709,,,,,,,18.2175,,,,
1608,K07481,,,0.6189401564717529,,,,,,,501.54470000000015,,,,
1609,K07482,,,0.6013865587753516,,,,,,,400.9077000000001,,,,
1610,K07483,,,0.5958024355601677,,,,0.6207978703822548,,,475.0846,,,,5.6881
1611,K07484,,,0.6181556710655456,,,,0.607,,,734.3315000000001,,,,3.5298
1612,K07485,,,0.588688728040596,,,,0.612,,,199.13380000000004,,,,9.3786
1613,K07486,,,0.6058239379816478,,,,0.5935877953333496,,,3690.2086999999988,,,,30.708999999999996
1614,K07487,,,0.6289016057047806,,,,,,,354.024,,,,
1615,K07488,,,0.6145100656108773,,,,,,,78.82379999999999,,,,
1616,K07491,,,0.5525623379111386,,,,0.5710000000000001,,,218.27749999999997,,,,5.8207
1617,K07492,,,0.598031520152008,,,,,,,495.81109999999984,,,,
1618,K07493,,,0.6305916477369553,,,,0.609,,,412.7544,,,,3.7631
1619,K07494,,,0.6048360556651757,0.528,,,,,,1308.3780000000002,17.417,,,
1620,K07495,,,0.5761408621249559,,,,,,,209.52960000000002,,,,
1621,K07496,,,0.5446483540273024,,,,,,,41.19680000000001,,,,
1622,K07497,,,0.6120479790077791,0.362,,0.541,0.4158403004984076,,,1897.3112999999996,6.1156,,2.7645,64.38600000000001
1623,K07498,,,0.6054916295262064,,,,,,,134.2544,,,,
1624,K07499,,,0.600964855975224,,,,0.6175588853754099,,,530.0705999999999,,,,17.6858
1625,K07501,,,0.6459999999999999,,,,,,,4.0748,,,,
1626,K07502,,,0.6260009857189188,,,,,,,23.353700000000003,,,,
1627,K07506,,,0.564603582932044,,,,,,,169.0629,,,,
1628,K07507,,,0.6073494179086386,,,,,,,73.42060000000001,,,,
1629,K07516,,,0.59,,,,,,,19.2885,,,,
1630,K07556,,,0.65,,,,,,,2.7236,,,,
1631,K07560,,,0.6211387968969169,,,,,,,27.729899999999997,,,,
1632,K07566,,,0.6315591474480079,,,,,,,79.19989999999999,,,,
1633,K07568,,,0.622662699115263,,,,,,,47.157999999999994,,,,
1634,K07574,,,0.6565544110406097,,,,,,,4.665,,,,
1635,K07576,,,0.597,,,,,,,16.5364,,,,
1636,K07588,,,0.6350369786481576,,,,,,,37.9293,,,,
1637,K07636,,,0.620006999248094,,,,,,,27.546000000000003,,,,
1638,K07640,,,0.589,,,,,,,17.4095,,,,
1639,K07646,,,0.5957735340864005,,,,,,,112.4931,,,,
1640,K07657,,,0.596,,,,,,,22.2051,,,,
1641,K07662,,,0.617,,,,,,,4.7727,,,,
1642,K07665,,,0.609,,,,,,,5.4496,,,,
1643,K07667,,,0.5893584708471584,,,,,,,55.584399999999995,,,,
1644,K07693,,,0.6719412785328535,,,,,,,19.6114,,,,
1645,K07705,,,0.5849999999999999,,,,,,,18.5277,,,,
1646,K07713,,,0.5851800589501828,,,,,,,103.02850000000001,,,,
1647,K07714,,,0.5851800589501828,,,,,,,103.02850000000001,,,,
1648,K07722,,,0.5553141969550565,,,,,,,17.286,,,,
1649,K07726,,,0.6151941981373392,,,,,,,48.0352,,,,
1650,K07729,,,0.6021520482639787,,,,,,,60.897099999999995,,,,
1651,K07733,,,0.5817344588603576,,,,0.5918127243669363,,,27.2693,,,,13.4599
1652,K07734,,,0.6286276374270693,,,,,,,36.045,,,,
