,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Monodnaviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Monodnaviria,gene_countsUnclassified
1215,K03657,,,0.6352497872216226,,,,,,32.2285,,,
1216,K03660,,0.541,,,,,,13.3521,,,,
1217,K03664,,,0.6939150371671656,,,0.706,,,217.47889999999998,,,2.2132
1218,K03665,,0.4695996873212189,0.7019450168687466,,,,,29.3475,176.65589999999997,,,
1219,K03666,,,0.5729453232851267,,,,,,14.206900000000001,,,
1220,K03667,,,0.5963968683996187,,,,,,18.0261,,,
1221,K03668,,,0.5791141599209328,,,,,,8.4741,,,
1222,K03669,,,0.6270823458421892,,,,,,16.4631,,,
1223,K03670,,,0.6354177682907665,,,,,,30.0522,,,
1224,K03671,,0.4994957274553411,0.6814334566336607,,,,,43.4849,275.9284,,,
1225,K03672,,,0.7148788310801378,,,,,,15.8753,,,
1226,K03676,,,0.6499025562254439,,,,,,12.9507,,,
1227,K03679,,0.547,,,,,,11.0435,,,,
1228,K03684,,,0.7347185926409752,,,,,,44.363600000000005,,,
1229,K03685,0.5670000000000001,,0.7151818296393943,,,,2.8621,,56.9192,,,
1230,K03686,,0.5589999999999999,0.7009679949565262,,,,,11.2719,19.0345,,,
1231,K03687,,0.48544860147923946,0.6961364234496928,,,,,19.0855,201.26739999999998,,,
1232,K03688,,0.541,,,,,,11.941,,,,
1233,K03698,,,0.7215555236207077,,,,,,79.9911,,,
1234,K03699,,,0.6808954359466053,,,,,,16.5477,,,
1235,K03701,,0.532,0.6763701315821009,,,,,11.8476,182.41509999999997,,,
1236,K03702,,0.517,0.6658707457391433,,,,,11.8476,145.7493,,,
1237,K03703,,0.534,0.7004479763727982,,,,,11.8476,133.7929,,,
1238,K03704,,,0.6229091184091742,,,,,,385.1212,,,
1239,K03705,,,0.6999257353198375,,,0.6109999999999999,,,314.1532,,,3.4852
1240,K03707,,,0.6199954856758846,,,,,,20.7928,,,
1241,K03709,,0.5118046736906459,0.6948408590884309,,,,,50.8936,226.57070000000002,,,
1242,K03710,,,0.7202917769528538,,,,,,61.5358,,,
1243,K03711,,,0.6720062289763479,,,0.596,,,21.1749,,,7.6736
1244,K03716,,,0.542,,,,,,4.3128,,,
1245,K03718,,0.5383321066242662,0.696730583898846,,,,,35.3471,46.448899999999995,,,
1246,K03719,,,0.6945785733907315,,,,,,194.52929999999998,,,
1247,K03722,,0.521,0.7338864985224188,,,,,12.5055,50.6327,,,
1248,K03723,,,0.697,,,,,,7.7057,,,
1249,K03724,,0.544,0.7185277328051115,,,,,13.2826,291.2296,,,
1250,K03726,,0.562,,,,,,13.0483,,,,
1251,K03733,,,0.6747301933281451,,,,,,21.958,,,
1252,K03734,,,0.7540428960959707,,,,,,22.733999999999998,,,
1253,K03735,,,0.6779999999999999,,,,,,4.7737,,,
1254,K03741,,0.458,0.6929948070362872,,,,,12.977,209.95940000000002,,,
1255,K03742,,,0.7023463082161367,,,,,,100.35950000000001,,,
1256,K03743,,,0.7154061661666129,,,,,,35.8286,,,
1257,K03744,,,0.6663912245049021,,,,,,125.29180000000001,,,
1258,K03750,,0.45099999999999996,0.7232570205156341,,,,,13.5899,173.69029999999998,,,
1259,K03752,,,0.7217049459107946,,,0.5770000000000001,,,79.2223,,,4.3237
1260,K03758,,,0.639,,,,,,10.9082,,,
1261,K03767,,,0.715,,,,,,15.7555,,,
1262,K03768,,0.371,0.680348404317512,,,,,5.9157,130.949,,,
1263,K03769,,,0.5920000000000001,,,,,,8.4402,,,
1264,K03770,,,0.6417060194029,,,,,,9.1465,,,
1265,K03775,,,0.5903967744709437,,,,,,12.579600000000001,,,
1266,K03778,,,0.662,,,,,,5.4191,,,
1267,K03781,,,0.6551558350617345,,,,,,119.41869999999997,,,
1268,K03782,,,0.6835205660785099,,,,,,40.834,,,
1269,K03783,,,0.7363938502122382,,,,,,90.0923,,,
1270,K03784,,,0.711,,,,,,8.3493,,,
1271,K03786,,,0.7009957286299235,,,,,,89.99210000000001,,,
1272,K03787,,,0.6924790347155607,,,,,,99.17009999999999,,,
1273,K03789,,0.54,0.6915249974948242,,,,,12.9192,97.5158,,,
1274,K03790,,,0.7019444631969557,,,0.657,,,134.60799999999998,,,5.7184
1275,K03791,,,0.7284917187752007,,,,,,15.5698,,,
1276,K03795,,0.514,0.6420219335039821,,,,,10.9369,16.268,,,
1277,K03797,,,0.6621739931210421,,,,,,121.1387,,,
1278,K03799,,0.532,0.6852550609165036,,,,,13.3151,290.2279,,,
1279,K03801,,,0.6821387066015548,,,,,,21.6881,,,
1280,K03802,,,0.6997858639098063,,,,,,17.025,,,
1281,K03808,,,0.6552721782935939,,,,,,38.78419999999999,,,
1282,K03809,,,0.6822398880563849,,,,,,111.0007,,,
1283,K03811,,,0.614,,,,,,3.2155,,,
1284,K03814,,,0.44799999999999995,,,,,,5.3017,,,
1285,K03820,,,0.7210784768175572,,,,,,127.5622,,,
1286,K03821,,0.527,0.6944319156378516,,,,,12.3959,162.01119999999997,,,
1287,K03823,,,0.5479999999999999,,,,,,3.9725,,,
1288,K03824,,,0.6641585132814182,,,,,,33.2185,,,
1289,K03828,,,0.8,,,,,,7.3353,,,
1290,K03829,,,0.7132273526551988,,,0.711,,,48.69539999999999,,,2.8568
1291,K03830,,,0.5626356627852284,,,,,,6.4577,,,
1292,K03831,,,0.611,,,,,,3.7355,,,
1293,K03832,,,0.5697658899424752,,,0.6152232630476843,,,30.9537,,,16.0338
1294,K03833,,,0.7174254344403179,,,,,,27.0653,,,
1295,K03841,,,0.635,,,,,,4.6465,,,
1296,K03885,,0.3832411135399095,0.6994485823487996,,,,,25.1961,179.56620000000004,,,
1297,K03886,,,0.6688838540527559,,,,,,28.6804,,,
1298,K03888,,,0.690678404496884,,,,,,34.8244,,,
1299,K03889,,,0.7445876913275385,,,,,,53.4355,,,
1300,K03890,,,0.7141020820028485,,,,,,37.4839,,,
1301,K03891,,,0.6879999999999998,,,,,,13.585,,,
1302,K03892,,0.607,0.6938096028297251,,,,,7.4611,187.76090000000002,,,
1303,K03919,,,0.6731220187762167,,,,,,7.509499999999999,,,
1304,K03921,,,0.6950610435433497,,,,,,16.0609,,,
1305,K03924,,0.7171265243965591,0.6853714684262152,,,,,43.9269,757.0088000000001,,,
1306,K03925,0.728,,0.6385903549204527,,,0.6483259836694096,8.765,,181.23090000000002,,,40.2946
1307,K03926,,0.48300000000000004,0.6305708209174873,,,,,13.1506,48.29509999999999,,,
1308,K03928,,,0.7391784403597027,,,,,,19.6899,,,
1309,K03932,,,0.7519945266018832,,,0.7370000000000001,,,96.09169999999999,,,3.3986
1310,K03939,,,0.6709999999999999,,,,,,4.8488,,,
1311,K03969,,0.48600000000000004,0.6526944192667671,,,,,13.3151,128.87879999999998,,,
1312,K03970,,,0.6219999999999999,,,,,,8.0371,,,
1313,K03972,,,0.6945940917376393,,,,,,96.7957,,,
1314,K03973,,,0.7356519391699441,,,0.7377500152032924,,,312.50800000000004,,,32.3251
1315,K03975,,0.5147065789175479,0.6929928507955432,,,0.7245343252024424,,15.700299999999999,373.6102,,,56.021499999999996
1316,K03976,,,0.7153279991021639,,,,,,20.7184,,,
1317,K03977,,,0.694393230361776,,,,,,45.5073,,,
1318,K03978,,,0.6687242924278428,,,,,,23.373199999999997,,,
1319,K03979,,,0.7394437532944398,,,0.765,,,161.0432,,,12.8917
1320,K03980,,,0.6990000000000001,,,,,,9.2612,,,
1321,K04030,,,0.653524987336725,,,0.7070000000000001,,,26.7864,,,12.1987
1322,K04033,,,0.7090000000000001,,,,,,4.7968,,,
1323,K04042,,,0.6942695176011631,,,,,,76.5726,,,
1324,K04047,,0.474,0.5862574800990785,,,,,15.0092,60.9132,,,
1325,K04060,,,0.595,,,,,,1.4828,,,
1326,K04062,,,0.642574453027643,,,0.6783549349714202,,,9.7764,,,33.0356
1327,K04063,,,0.7077442471517308,,,,,,178.54180000000002,,,
1328,K04065,,,0.6332868836245817,,,0.5865044022970606,,,64.5454,,,16.924300000000002
1329,K04066,,,0.7267772044553418,,,,,,225.036,,,
1330,K04069,,0.526,0.6642817702363392,,,,,13.3966,55.9759,,,
1331,K04070,,0.478,0.6724848928371299,,,,,12.3891,127.43,,,
1332,K04074,,,0.7428706151686546,0.6970000000000001,,0.686807401770174,,,67.59510000000002,7.6843,,56.94
1333,K04075,,,0.7466780863190654,,,,,,128.8019,,,
1334,K04077,0.5942632913516926,,0.6659948699806376,,,,18.4922,,1023.2133000000001,,,
1335,K04078,,,0.6644651718463153,,,,,,368.78329999999994,,,
1336,K04079,,,0.6734398636006511,,,,,,15.333300000000001,,,
1337,K04080,,,0.652,,,,,,7.5317,,,
1338,K04083,,,0.6878480296725017,,,,,,24.249399999999998,,,
1339,K04085,,0.4700022273006466,0.5947491013653176,,,0.6954773864057644,,16.6753,32.7869,,,23.6188
1340,K04087,,,0.609091942637428,,,,,,34.4598,,,
1341,K04088,,,0.615219704993361,,,,,,24.630699999999997,,,
1342,K04094,,,0.6284593144998846,,,,,,16.9604,,,
1343,K04096,,,0.7362852388864723,,,0.733,,,175.9364,,,2.2888
1344,K04100,,,0.6543780201033367,,,,,,13.6222,,,
1345,K04102,,,0.5781166342464333,,,,,,9.2478,,,
1346,K04104,,,0.7666563856372803,,,,,,20.9365,,,
1347,K04343,,,0.7150240411980024,,,0.699,,,21.8166,,,9.063
1348,K04483,,0.5393151743969059,,,,,,26.3188,,,,
1349,K04485,,,0.7228730120585986,,,,,,385.70710000000014,,,
1350,K04486,,,0.7054127824595767,,,,,,45.9033,,,
1351,K04487,,0.546,0.6486656884232176,,,,,12.9907,43.7068,,,
1352,K04488,,0.4966403138560304,0.6936038785824657,,,,,16.823,50.0823,,,
1353,K04517,,,0.7214454234487512,,,,,,45.3918,,,
1354,K04518,,0.529,0.7254435019128583,,,,,12.5302,27.9262,,,
1355,K04564,,0.51,0.6452483864572576,,,,,12.602,368.0024,,,
1356,K04565,,,0.6681528279166326,,,,,,39.8338,,,
1357,K04566,,0.53,,,,,,12.2392,,,,
1358,K04567,,,0.6850462419829833,,,,,,124.07450000000001,,,
1359,K04651,,,0.6961676986773166,,,0.7371031587643675,,,27.172600000000003,,,15.9286
1360,K04653,,,0.6785664899134628,,,,,,82.97679999999998,,,
1361,K04654,,,0.6908179147151923,,,,,,61.4782,,,
1362,K04655,,,0.7360150693351165,,,,,,92.13640000000001,,,
1363,K04656,,,0.7319450293260505,,,,,,110.45879999999998,,,
1364,K04712,,,0.6299026960650629,,,,,,9.9597,,,
1365,K04719,,0.5105604814932969,0.616,,,,,16.8111,11.2154,,,
1366,K04720,,0.52,,,,,,13.9345,,,,
1367,K04744,,,0.6039990774235944,,,,,,24.1438,,,
1368,K04748,,0.5529999999999999,0.6305269590646955,,,,,12.9542,19.8616,,,
1369,K04749,,,0.6765298467445524,,,0.6947705871064727,,,361.08320000000003,,,194.4704
1370,K04750,,0.5700927465872712,0.6655795449261953,,,,,21.4396,420.72420000000005,,,
1371,K04751,,0.547,0.6485927936326551,,,,,13.0839,110.92890000000001,,,
1372,K04752,,,0.6047305090736249,,,,,,8.2051,,,
1373,K04754,,,0.5713513836612384,,,,,,16.438299999999998,,,
1374,K04755,,,0.6696140267175573,,,,,,11.3101,,,
1375,K04757,,,0.704534644713305,0.703,,0.7168946654692534,,,299.85480000000007,3.0716,,245.63730000000004
1376,K04758,,0.701,0.718962346003259,,,0.7040000000000001,,6.6389,49.3962,,,6.3915
1377,K04761,,,0.578,,,,,,9.1643,,,
1378,K04762,,,0.7898517042646771,,,,,,17.5873,,,
1379,K04763,,,0.69572109649967,,,,,,172.8448,,,
1380,K04764,,,0.5605208145294661,,,,,,17.3688,,,
1381,K04767,,,0.6618503506373686,,,,,,29.225299999999997,,,
1382,K04768,,0.607,,,,,,10.9057,,,,
1383,K04771,,0.555,0.6367025842737507,,,,,14.0517,20.012600000000003,,,
1384,K04773,,,0.5928041056906979,,,,,,24.913400000000003,,,
1385,K04794,,0.622,,,,,,12.4882,,,,
1386,K04795,,0.521,,,,,,12.9192,,,,
1387,K04796,,0.45228249749469973,,,,,,18.1254,,,,
1388,K04798,,0.506,,,,,,12.3125,,,,
1389,K04799,,0.46161934846629316,,,,,,19.368499999999997,,,,
1390,K04800,,0.5539999999999999,,,,,,13.1226,,,,
1391,K04801,,0.525,,,,,,12.3857,,,,
1392,K04802,,0.48859713202695726,,,,,,19.5364,,,,
1393,K04940,,,0.687,,,,,,5.0136,,,
1394,K05020,,,0.6679999999999999,,,,,,23.3941,,,
1395,K05275,,,0.7170133827957662,,,,,,90.5443,,,
1396,K05281,,,0.7060915028764385,,,,,,10.991499999999998,,,
1397,K05303,,,0.6949796354640292,,,,,,36.6183,,,
1398,K05306,,,0.6709999999999999,,,,,,4.5422,,,
1399,K05337,,0.557,0.6644627005603705,,,0.6709999999999999,,13.5726,109.8691,,,17.4434
1400,K05341,,,0.7120000000000001,,,,,,16.5847,,,
1401,K05342,,,0.7047322622448079,,,,,,37.268499999999996,,,
1402,K05343,,,0.6871986280746947,,,,,,16.0147,,,
1403,K05349,,,0.7221295016197625,,,,,,30.038600000000002,,,
1404,K05375,,,0.5671286850471179,,,,,,20.4481,,,
1405,K05501,,,0.679,,,,,,3.8453,,,
1406,K05518,,,0.7051152363001276,,,,,,22.828,,,
1407,K05520,,,0.6900289802451924,,,,,,132.0782,,,
1408,K05521,,,0.7509999999999999,,,,,,12.0868,,,
1409,K05522,,,0.720387260706189,,,,,,41.0296,,,
1410,K05524,,,0.6231519527630565,,,,,,80.00959999999999,,,
1411,K05527,,,0.585,,,,,,2.2626,,,
1412,K05555,,0.4,0.6636014979004299,,,,,11.1771,37.28940000000001,,,
1413,K05558,,0.43799999999999994,0.7086291425257888,,,,,12.3891,77.9546,,,
1414,K05566,,,0.716,,,0.6559999999999999,,,3.125,,,2.7908
1415,K05567,,,0.7175981883099006,,,,,,8.3317,,,
1416,K05589,,,0.546,,,0.715,,,7.745,,,2.6508
1417,K05592,,0.55,0.696,,,,,11.5792,23.6386,,,
1418,K05594,,,0.5992061399264834,,,0.698,,,9.0212,,,10.2025
1419,K05595,,0.5207410772912104,0.6569448768244811,,,0.6509999999999999,,13.4482,29.011,,,3.0187
1420,K05602,,,0.7232828146358884,,,,,,29.9933,,,
1421,K05603,,,0.7040000000000001,,,,,,5.9536,,,
1422,K05606,,0.527,0.7154570932003361,,,,,13.0251,134.8577,,,
1423,K05710,,0.42113189523803984,0.6649977977298306,,,,,43.9374,83.6984,,,
1424,K05772,,,0.655167272403387,,,,,,80.5086,,,
1425,K05773,,,0.6910461610191024,,,,,,37.7823,,,
1426,K05785,,,0.53,,,,,,2.4557,,,
1427,K05788,,,0.5517269128862162,,,,,,21.8724,,,
1428,K05794,,0.4913849080965986,0.6470022489179247,,,0.6771167994271128,,22.295099999999998,82.51539999999999,,,39.4347
1429,K05799,,,0.7034811177351427,,,0.685,,,139.12059999999997,,,6.0718
1430,K05800,,,0.649,,,,,,4.7931,,,
1431,K05801,,,0.71,,,,,,4.38,,,
1432,K05805,,,0.6309589307773595,,,,,,35.8724,,,
1433,K05807,,,0.5906712998096834,,,0.5986752779078667,,,18.1157,,,17.1185
1434,K05808,,,0.6634960959738246,,,,,,33.5716,,,
1435,K05810,,,0.7457174835954249,,,,,,142.4713,,,
1436,K05818,,,0.73,,,,,,10.0381,,,
1437,K05825,,,0.6882413122327876,,,,,,49.6922,,,
1438,K05826,,0.5203129512426112,,,,,,31.8567,,,,
1439,K05827,,0.5319446059067401,,,,,,26.2603,,,,
1440,K05828,,0.527,,,,,,13.3212,,,,
1441,K05829,,0.531,,,,,,13.3212,,,,
1442,K05830,,0.539,,,,,,13.3212,,,,
1443,K05831,,0.5489999999999999,,,,,,12.9391,,,,
1444,K05832,,,0.7020000000000001,,,,,,7.6586,,,
1445,K05833,,,0.69,,,,,,5.3967,,,
1446,K05835,,,0.71,,,,,,6.7209,,,
1447,K05837,,,0.5720000000000001,,,,,,8.0036,,,
1448,K05838,,,0.7451271163293384,,,,,,49.5426,,,
1449,K05845,,,0.6863888957021163,,,0.6828090050974455,,,245.54370000000006,,,33.890100000000004
1450,K05846,,,0.6939265345401741,,,,,,98.70409999999998,,,
1451,K05847,,,0.6826570402389298,,,,,,24.7359,,,
1452,K05873,,,0.726,,,,,,8.9671,,,
1453,K05879,,,0.7468185607269278,,,,,,36.7016,,,
1454,K05881,,,0.7605863834863564,,,,,,60.2926,,,
1455,K05895,,,0.622,,,,,,5.1518,,,
1456,K05896,,0.529,0.7129599639923393,,,0.708,,11.579,174.4851,,,9.2057
1457,K05898,,,0.7490000000000001,,,,,,7.4546,,,
1458,K05901,,,0.706,,,,,,7.3229,,,
1459,K05913,0.667,,0.6703709407362881,,,,2.2024,,51.9269,,,
1460,K05919,,,0.557,,,,,,3.8874,,,
1461,K05936,,0.5667435587460559,,,,,,26.840600000000002,,,,
1462,K05937,,,0.6609034383212574,,,,,,12.9585,,,
1463,K05946,,,0.7016347581753485,,,,,,40.077200000000005,,,
1464,K05947,,0.510839967089624,,,,,,19.1944,,,,
1465,K05967,,0.516,,,,,,13.7445,,,,
1466,K05972,,,0.6287484555769441,,,,,,3.7872,,,
1467,K05973,,,0.632,,,,,,6.1166,,,
1468,K05979,,,0.679090149228936,,,0.703,,,44.657,,,10.081
1469,K05982,,,0.6616650746496557,,,,,,14.505899999999999,,,
1470,K05989,,,0.7379700980832145,,,,,,58.5394,,,
1471,K05991,,0.415,,,,,,14.1527,,,,
1472,K05995,,,0.6691007494834436,,,,,,88.087,,,
1473,K06001,,,0.6885277788767354,,,,,,14.116299999999999,,,
1474,K06006,,,0.6135975770776815,,,0.664,,,11.415600000000001,,,7.0228
1475,K06013,,,0.7205327287364147,,,,,,92.1976,,,
1476,K06015,,,0.6780386146009061,,,,,,60.020999999999994,,,
1477,K06019,,,0.6894953027239017,,,,,,11.458100000000002,,,
1478,K06023,,,0.6467826575500387,,,,,,11.133,,,
1479,K06024,,0.4878520552687022,0.7422979217477932,,,0.728,,17.9864,164.1654,,,5.4833
1480,K06041,,,0.6268810931653196,,,,,,26.083299999999998,,,
1481,K06042,,0.508,0.6043025908593397,,,,,10.9369,37.3742,,,
1482,K06044,,,0.633,,,,,,9.272,,,
1483,K06045,,,0.604,,,,,,8.6402,,,
1484,K06048,,,0.7085254464296427,,,,,,505.1692999999999,,,
1485,K06075,,,0.7069371503437981,,,0.705,,,21.575200000000002,,,8.2999
1486,K06076,,,0.6504352456622898,,,,,,6.4856,,,
1487,K06077,,,0.7036196687773985,,,,,,15.3212,,,
1488,K06078,,,,,,0.564,,,,,,4.0653
1489,K06079,,,0.5942061036495324,,,,,,3.1020000000000003,,,
1490,K06117,,,0.7309999999999999,,,,,,4.8922,,,
1491,K06118,,,0.6645292221234245,,,,,,16.9725,,,
1492,K06123,,0.422,,,,,,13.9698,,,,
1493,K06131,,,0.7073928061298844,,,,,,45.1845,,,
1494,K06132,,,0.6262964352184828,,,,,,13.7031,,,
1495,K06133,,,0.6883243961519283,,,0.6297454534705781,,,24.2631,,,7.0347
1496,K06136,,,0.7060269573314045,,,,,,60.88040000000001,,,
1497,K06137,,0.512,0.6683019359909945,,,,,14.308,26.9819,,,
1498,K06138,,,0.7010556434303061,,,0.69,,,88.2601,,,3.0441
1499,K06142,,,0.6017141565323079,,,0.6036369346887501,,,9.0596,,,29.634999999999998
1500,K06152,,,0.6258254462680469,,,,,,7.0761,,,
1501,K06153,,0.4879164653806543,0.6896111395820955,,,0.7147108795856777,,18.646,299.3291,,,19.360799999999998
1502,K06162,,,0.677,,,,,,2.4604,,,
1503,K06167,,,0.675,,,,,,4.4005,,,
1504,K06168,,,0.6569903127646283,,,,,,21.981299999999997,,,
1505,K06173,,,0.7550443765798872,,,,,,38.2943,,,
1506,K06174,,0.527,,,,,,12.9192,,,,
1507,K06176,,0.5202972776657492,,,,,,17.8556,,,,
1508,K06178,,,0.7106026009719364,,,,,,28.962000000000003,,,
1509,K06180,,,0.6754812351383535,,,,,,35.7457,,,
1510,K06187,,,0.7037207047400881,,,,,,191.33169999999998,,,
1511,K06188,,,0.6724503848642035,,,,,,15.322,,,
1512,K06190,,,0.6256837355543162,,,,,,20.327599999999997,,,
1513,K06192,,,0.6567140749509572,,,,,,7.6995000000000005,,,
1514,K06195,,,0.6253683548080671,,,,,,7.9857,,,
1515,K06196,,0.507,0.6811361571094738,,,,,11.5792,72.7079,,,
1516,K06197,,0.4914075509148293,0.6579999999999999,,,,,18.2701,8.1201,,,
1517,K06199,,,0.7139245915157351,,,0.6995066406743055,,,28.226399999999998,,,14.2606
1518,K06200,,,0.6950955410891756,,,,,,49.5531,,,
1519,K06203,,,0.706541425996511,,,,,,18.1419,,,
1520,K06204,,,0.7023257752321618,,,0.6099202610837856,,,305.7245000000001,,,9.1644
1521,K06206,,,0.679,,,,,,4.6414,,,
1522,K06207,,,0.6943424249209958,,,,,,78.4466,,,
1523,K06208,,,0.7114567688919751,,,,,,101.58399999999999,,,
1524,K06213,,,0.6745199591558536,,,,,,84.20379999999999,,,
1525,K06215,,0.5308691392337066,0.7044834146844864,,,,,15.6192,409.1328000000001,,,
1526,K06217,,,0.6711817101103761,,,,,,191.30029999999996,,,
1527,K06218,,,0.6595218645727863,,,0.625,,,12.898499999999999,,,3.9122
1528,K06219,,,,,,0.784,,,,,,6.6261
1529,K06222,,,0.718,,,,,,11.8769,,,
1530,K06223,,,0.56,,,,,,11.5088,,,
1531,K06284,,,0.6454159025077116,,,,,,7.0206,,,
1532,K06287,,,0.7215574558690814,,,0.7801348326624669,,,122.30010000000001,,,8.9224
1533,K06298,,,,,,0.623,,,,,,8.6036
1534,K06320,,,0.716,,,,,,6.4424,,,
1535,K06336,,,,,,0.6829999999999998,,,,,,4.3176
1536,K06346,,,0.7075738053007954,,,,,,116.35430000000002,,,
1537,K06378,,,0.7020000000000001,,,,,,4.4121,,,
1538,K06381,,,0.7071222456866632,,,0.7487028235008631,,,114.55780000000001,,,14.0234
1539,K06384,,,0.774,,,,,,8.4901,,,
1540,K06400,,,0.6566713460103946,,,,,,122.5436,,,
1541,K06402,,0.5479999999999999,0.7178168431740531,,,,,12.865,159.5624,,,
1542,K06412,,,0.5584631061101404,,,0.5286141644049229,,,16.348100000000002,,,12.738700000000001
1543,K06413,,,0.6979662774652253,,,,,,87.8056,,,
1544,K06442,,,0.7269522410993017,,,,,,222.62450000000004,,,
1545,K06518,,,0.5940000000000001,,,,,,4.9376,,,
1546,K06601,,,0.674,,,,,,5.596,,,
1547,K06857,,,0.607,,,,,,6.1333,,,
1548,K06859,,,0.7235042294533093,,,,,,14.526800000000001,,,
1549,K06861,,,0.6142995988889893,,,,,,10.7863,,,
1550,K06863,,0.49964989934374665,0.433,,,,,32.9395,2.8636,,,
1551,K06864,,0.5179781134476608,0.7219314376930009,,,0.7740000000000001,,16.3094,96.42920000000001,,,20.0507
1552,K06865,,0.544,,,,,,13.0839,,,,
1553,K06867,0.7090000000000001,,0.7213945403507205,0.5720000000000001,,,6.7723,,13.2328,4.469,,
1554,K06869,,0.528,,,,,,10.1993,,,,
1555,K06872,,,0.5784567960586761,,,0.684,,,8.2707,,,4.8982
1556,K06875,,0.593,,,,,,11.768,,,,
1557,K06877,,0.579,0.7381105086337478,,,,,11.7237,59.0121,,,
1558,K06878,,,0.6775141474488542,,,,,,51.9247,,,
1559,K06880,,,0.7341451909079217,,,0.669,,,20.9264,,,3.1976
1560,K06881,,,0.7024330911438297,,,,,,55.297399999999996,,,
1561,K06884,,0.5871368024447632,0.6588580909079906,,,0.513,,22.4176,20.0595,,,2.9117
1562,K06885,,0.5589999999999999,,,,,,12.5612,,,,
1563,K06886,,,0.7045395900535022,0.737,,,,,158.20289999999994,4.8376,,
1564,K06888,,0.5109567138945638,0.7073712117412414,,,,,30.970499999999998,481.68229999999994,,,
1565,K06889,,0.5153757708876163,0.6106722671029512,0.394,,,,23.0444,66.20479999999999,12.9946,,
1566,K06890,,,0.6398398333267457,,,,,,37.6488,,,
1567,K06891,,,0.6497978874002079,,,0.589,,,157.2707,,,7.7714
1568,K06893,,,0.6564363351028201,0.6894012349016212,,0.6744321512006622,,,283.5292,7.408799999999999,,364.84540000000004
1569,K06897,,0.404,0.6787875869692,,,,,15.0731,120.65660000000001,,,
1570,K06898,,0.5670000000000001,0.6997511498322959,,,,,12.9907,24.4031,,,
1571,K06900,,,0.6990000000000001,,,,,,9.3129,,,
1572,K06901,,,0.6875478825869757,,,,,,154.2873,,,
1573,K06902,,,0.6577159488089478,,,,,,11.354800000000001,,,
1574,K06903,,,0.6473436696345095,,,,,,16.7181,,,
1575,K06904,,,0.7503120860192539,,,,,,9.0391,,,
1576,K06905,,0.562,,,,,,3.5179,,,,
1577,K06907,,,0.6920922439845506,,,,,,29.831400000000002,,,
1578,K06909,,,0.674,,,,,,4.4539,,,
1579,K06911,,0.523,0.7071720364423469,,,,,14.0517,295.4413,,,
1580,K06915,,0.5351559394999048,0.6888580405351189,,,,,25.3201,121.81450000000001,,,
1581,K06918,,,0.7070000000000001,,,,,,5.0605,,,
1582,K06920,,0.5419127570182449,0.5963467472043839,,,,,25.6909,21.709500000000002,,,
1583,K06921,,,0.6890000000000001,,,,,,11.9272,,,
1584,K06923,,,0.6759999999999999,,,,,,10.0158,,,
1585,K06925,,,0.7061385641802574,,,0.75,,,123.88229999999997,,,12.9044
1586,K06927,,0.521,,0.385,,,,12.337,,2.2187,,
1587,K06928,,0.699924420458821,0.6469534100444134,,,0.675,,8.0616,38.0066,,,17.3645
1588,K06929,,0.528385906364714,0.6702270056729536,,,,,15.112300000000001,89.29400000000001,,,
1589,K06932,,0.5429999999999999,,,,,,12.8779,,,,
1590,K06934,,,0.6634398174058623,,,0.7032564672186642,,,28.2176,,,19.7239
1591,K06937,,0.5058213533893559,0.6682611594827065,,,,,16.0848,120.93109999999999,,,
1592,K06938,,,0.7443062554414369,,,,,,12.3023,,,
1593,K06940,,0.5171103676420283,0.684245232059062,,,0.6362056611960295,,36.8104,11.900500000000001,,,20.4982
1594,K06941,,,0.7097579612523978,,,,,,237.3678,,,
1595,K06944,,0.534,,,,,,16.449,,,,
1596,K06945,,,0.6883609842561872,,,,,,109.8103,,,
1597,K06946,,,0.6940000000000001,,,,,,6.1013,,,
1598,K06949,,,0.7084903746078391,,,,,,46.9889,,,
1599,K06950,,0.534,,,,,,11.8616,,,,
1600,K06952,,,0.6940000000000001,,,,,,7.1442,,,
1601,K06953,,0.57,,,,,,12.2183,,,,
1602,K06958,,,0.6901044896760336,,,,,,103.51280000000001,,,
1603,K06960,,,0.6747435289292578,,,0.7435159510045242,,,151.08469999999994,,,26.5477
1604,K06961,,0.5279378790330945,,,,,,17.282899999999998,,,,
1605,K06963,,0.5078168258577788,,,,,,16.353900000000003,,,,
1606,K06965,,0.539,,,,,,13.1506,,,,
1607,K06969,,,0.628,,,,,,8.0778,,,
1608,K06971,0.5993966255923769,,0.7082986774681116,,,,11.0906,,21.3765,,,
1609,K06973,,,0.6873202800955046,0.706,,,,,51.992700000000006,18.0881,,
1610,K06974,,,0.41,,,,,,14.0255,,,
1611,K06975,,,0.7001151356869607,,,,,,43.09400000000001,,,
1612,K06976,,,0.7219647177397659,,,0.762,,,57.0749,,,13.7558
1613,K06978,,,0.6675922066037074,,,,,,51.5016,,,
1614,K06980,,,0.7443291376461078,,,,,,42.2388,,,
1615,K06981,,0.4714907332164622,,,,,,17.1027,,,,
1616,K06982,,0.581,,,,,,12.8443,,,,
1617,K06984,,,0.7654259074423103,,,,,,24.977999999999998,,,
