,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Riboviria,GC_adj Varidnaviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Riboviria,gene_counts Varidnaviria,gene_counts unclassified viruses,gene_countsUnclassified
1154,K03930,,,0.582493599818984,,,,,,,,9.4708,,,,,
1155,K03932,,,0.7002519253475271,,,,,0.6747395220936848,,,12.2725,,,,,8.3543
1156,K03969,,,0.6606929358746868,,,,,,,,91.0206,,,,,
1157,K03972,,,0.6811544347927309,,,,,,,,15.904399999999999,,,,,
1158,K03973,,,0.7361349643714759,,,,,0.7485778218507434,,,81.22559999999999,,,,,25.4884
1159,K03975,,,0.6662427572322951,,,,,0.6976093506868256,,,210.72239999999996,,,,,7.3241
1160,K03976,,,0.6935862276160404,,,,,,,,35.345299999999995,,,,,
1161,K03977,,,0.6948116811848838,,,,,,,,35.7157,,,,,
1162,K03978,,,0.5981729833274927,0.718,,,,,,,27.1469,2.4651,,,,
1163,K03979,,,0.6676954612856835,,,,,,,,124.36859999999999,,,,,
1164,K03980,,,0.6498053763728666,,,,,,,,14.031099999999999,,,,,
1165,K03981,,,0.647,,,,,,,,4.0022,,,,,
1166,K04019,,,0.6575409951524197,,,,,,,,16.9304,,,,,
1167,K04027,,,0.5748276212586434,,,,,,,,23.613500000000002,,,,,
1168,K04028,,,0.571182888132079,,,,,,,,30.8403,,,,,
1169,K04033,,,0.602,,,,,,,,3.3367,,,,,
1170,K04034,,,0.585,,,,,,,,3.036,,,,,
1171,K04042,,,0.6590000000000001,,,,,,,,4.8509,,,,,
1172,K04047,,0.34600000000000003,0.5892059212101205,,,,,0.655,,5.0108,45.7521,,,,,4.1972
1173,K04062,,,,,,,,0.7020000000000001,,,,,,,,3.9646
1174,K04063,,,0.662698382965108,,,,,,,,92.66159999999998,,,,,
1175,K04065,,,0.5925336988741717,,,,,0.6139698919011478,,,94.94790000000002,,,,,25.654999999999998
1176,K04066,,,0.6831395525366025,,,,,,,,181.41230000000002,,,,,
1177,K04069,,0.326,0.6418688778277151,,,,,,,5.2677,96.721,,,,,
1178,K04070,,,0.6353215568943478,,,,,,,,142.86209999999997,,,,,
1179,K04074,,,0.7070957091397936,,,,,0.695641193786555,,,34.5408,,,,,20.887299999999996
1180,K04075,,,0.6914904363181392,,,,,,,,27.182799999999997,,,,,
1181,K04077,,,0.6459827115324053,,,,,,,,1362.5789000000002,,,,,
1182,K04078,,,0.6405121757629366,,,,,,,,383.8276,,,,,
1183,K04079,,,0.6168195836465878,,,,,,,,46.69030000000001,,,,,
1184,K04080,,,0.5994638465180975,,,,,,,,17.196399999999997,,,,,
1185,K04082,,,0.6877899399783322,,,,,,,,8.7134,,,,,
1186,K04083,,,0.6432427351847224,,,,,,,,30.6387,,,,,
1187,K04085,,,0.6519381826561158,,,,,,,,31.0932,,,,,
1188,K04087,,,0.6178044919163715,,,,,,,,40.1536,,,,,
1189,K04088,,,0.604396564813998,,,,,,,,80.8672,,,,,
1190,K04094,,,0.6231532529598717,,,,,,,,13.7868,,,,,
1191,K04095,,,0.67,,,,,,,,4.0742,,,,,
1192,K04096,,,0.6713739586268695,,,,,0.6940000000000001,,,165.40699999999993,,,,,9.9865
1193,K04100,,,0.5822288977250617,,,,,,,,13.5192,,,,,
1194,K04102,,,0.6275923464730384,,,,,,,,57.252500000000005,,,,,
1195,K04343,,,0.691362501728051,,,,,,,,32.0468,,,,,
1196,K04485,,,0.7042624317482387,,,,,,,,171.1515,,,,,
1197,K04487,,,0.6278836065011071,,,,,,,,33.2703,,,,,
1198,K04488,,,0.6553358992459065,,,,,,,,63.331599999999995,,,,,
1199,K04517,,,0.7027138194742322,,,,,,,,18.5878,,,,,
1200,K04518,,,0.706,,,,,,,,7.1174,,,,,
1201,K04561,,,0.6568030489654072,,,,,,,,39.92819999999999,,,,,
1202,K04564,,0.366,0.6287281359429802,,,,,,,4.1723,346.68910000000005,,,,,
1203,K04565,,,0.6491025025755647,,,,,,,,31.1352,,,,,
1204,K04567,,,0.6940000000000001,,,,,,,,35.069,,,,,
1205,K04651,,,0.6432856808513601,,,,,,,,19.444599999999998,,,,,
1206,K04652,,,0.6562766698303103,,,,,,,,24.606499999999997,,,,,
1207,K04653,,,0.6305175048002228,,,,,0.7190000000000001,,,26.8826,,,,,2.7987
1208,K04654,,,0.6759063804502666,,,,,,,,41.9166,,,,,
1209,K04656,,,0.6971282459179903,,,,,,,,18.9495,,,,,
1210,K04712,,,0.5167642721630579,,,,,,,,8.0374,,,,,
1211,K04719,,,0.644,,,,,,,,7.8718,,,,,
1212,K04744,,,0.6192447814977012,,,,,,,,26.859199999999998,,,,,
1213,K04749,,,0.6435564950059403,0.649,,,,0.6505850604721793,,,153.15879999999999,4.4887,,,,67.4462
1214,K04750,,0.415,0.6497351485513927,,,,,0.6759999999999999,,4.5989,365.82490000000007,,,,,7.2922
1215,K04751,,,0.6183765621165009,,,,,,,,117.9348,,,,,
1216,K04752,,,0.609901077459219,,,,,,,,38.7939,,,,,
1217,K04754,,,0.6509999999999999,,,,,,,,1.8758,,,,,
1218,K04755,,,0.6367621737870607,,,,,,,,12.9283,,,,,
1219,K04757,,,0.6728068699795244,,,,,0.6427973822675943,,,138.12509999999997,,,,,20.3169
1220,K04758,,,0.424,,,,,0.703,,,2.2488,,,,,8.6436
1221,K04760,,,0.674,,,,,,,,9.0243,,,,,
1222,K04761,,,0.677,,,,,,,,4.1997,,,,,
1223,K04762,,,0.7617516581159395,,,,,0.525,,,52.0368,,,,,2.6276
1224,K04763,,,0.638338089555983,,,,,,,,67.5853,,,,,
1225,K04764,,,0.6004785559078903,,,,,,,,24.274,,,,,
1226,K04765,,,0.6729999999999999,,,,,,,,6.1555,,,,,
1227,K04767,,,0.6537824008675335,,,,,0.7759999999999999,,,10.572,,,,,8.7024
1228,K04768,,,0.7677466145569986,,,,,,,,25.9282,,,,,
1229,K04771,,,0.6686374455019183,,,,,,,,19.306,,,,,
1230,K04773,,,0.6069247450643717,,,,,,,,26.279,,,,,
1231,K04794,,,0.38899999999999996,,,,,,,,1.4827,,,,,
1232,K04798,,0.3720000000000001,,,,,,,,3.5927,,,,,,
1233,K05275,,,0.6970000000000001,,,,,,,,10.9708,,,,,
1234,K05281,,,0.6597786723180433,,,,,,,,13.8921,,,,,
1235,K05303,,,0.7559999999999999,,,,,,,,6.7214,,,,,
1236,K05337,,,0.641426836250251,,,,,0.6920000000000002,,,76.4862,,,,,3.9019
1237,K05343,,,0.5651486426420457,,,,,,,,15.6509,,,,,
1238,K05349,,,0.6829999999999999,,,,,,,,20.2708,,,,,
1239,K05364,,,0.6609999999999999,,,,,,,,4.9818,,,,,
1240,K05375,,,0.5579999999999999,,,,,,,,9.4547,,,,,
1241,K05501,,,0.6334793080384643,,,,,,,,10.5237,,,,,
1242,K05515,,,0.6859999999999999,,,,,,,,10.1708,,,,,
1243,K05520,,,0.6816989865059483,,,,,,,,66.56469999999999,,,,,
1244,K05521,,,0.733,,,,,,,,4.0284,,,,,
1245,K05522,,,0.7450000000000001,,,,,,,,15.8702,,,,,
1246,K05524,,,0.5868414037292884,,,,,,,,120.03989999999999,,,,,
1247,K05527,,,0.6610622421943824,,,,,,,,29.335,,,,,
1248,K05539,,,0.6581257042542408,,,,,,,,14.055600000000002,,,,,
1249,K05540,,,0.6990000000000001,,,,,,,,6.8459,,,,,
1250,K05555,,,0.7014323855941406,,,,,,,,12.194799999999999,,,,,
1251,K05558,,0.399,0.6515346422193384,,,,,0.6486574605428099,,3.233,24.193399999999997,,,,,8.0166
1252,K05571,,,0.5670000000000001,,,,,,,,5.0385,,,,,
1253,K05589,,,0.7159259668304044,,,,,,,,9.822,,,,,
1254,K05593,,,0.679,,,,,0.703,,,9.3636,,,,,3.5128
1255,K05594,,,0.6517361782241786,,,,,0.6956534426168819,,,21.809599999999996,,,,,17.3566
1256,K05595,,,0.5725122664253178,,,,,,,,52.602,,,,,
1257,K05602,,,0.609,,,,,,,,3.7137,,,,,
1258,K05606,,,0.6654143262681624,,,,,,,,91.84559999999998,,,,,
1259,K05710,,0.429,0.6597144827338408,,,,,,,3.0,66.8215,,,,,
1260,K05770,,,0.661,,,,,,,,3.1005,,,,,
1261,K05772,,,0.6480271153868961,,,,,,,,37.7612,,,,,
1262,K05773,,,0.701618063495598,,,,,,,,15.090499999999999,,,,,
1263,K05774,,,0.6579999999999999,,,,,,,,3.7068,,,,,
1264,K05781,,,0.6744464089005359,,,,,,,,13.695,,,,,
1265,K05785,,,0.609,,,,,,,,2.8048,,,,,
1266,K05786,,,0.7298211790602409,,,,,,,,11.7752,,,,,
1267,K05788,,,0.6281501216992483,,,,,,,,34.7295,,,,,
1268,K05794,,,0.5946179259802756,,,,,,,,92.2757,,,,,
1269,K05799,,,0.6310284739629988,,,,,,,,7.2966999999999995,,,,,
1270,K05800,,,0.575,,,,,,,,4.6253,,,,,
1271,K05805,,,0.608428708528579,,,,,,,,17.4268,,,,,
1272,K05807,,,0.5947659839137359,,,,,0.578,,,58.43640000000001,,,,,4.5763
1273,K05808,,,0.647451740991142,,,,,,,,16.9989,,,,,
1274,K05810,,,0.653308380805836,,,,,,,,63.8999,,,,,
1275,K05825,,,0.7079999999999999,,,,,,,,11.8332,,,,,
1276,K05826,,,0.516952929010756,,,,,,,,8.9822,,,,,
1277,K05834,,,0.633734978286265,,,,,,,,21.8542,,,,,
1278,K05835,,,0.589,,,,,,,,5.0328,,,,,
1279,K05838,,,0.6887936480863162,,,,,,,,25.7998,,,,,
1280,K05845,,,0.6737163466476704,,,,,0.6420000000000001,,,135.1729,,,,,3.1879
1281,K05846,,0.7290000000000001,0.6737379749831522,,,,,,,9.1754,62.522800000000004,,,,,
1282,K05873,,,0.5891953094987021,,,,,,,,7.3941,,,,,
1283,K05879,,,0.685958127326664,,,,,,,,36.1957,,,,,
1284,K05881,,,0.7370976886355967,,,,,0.719,,,52.3604,,,,,4.3649
1285,K05895,,,0.667,,,,,,,,7.2643,,,,,
1286,K05896,,0.325,0.6699459002681146,,,,,,,3.1579,159.7207,,,,,
1287,K05913,,,0.6591739811821388,,,,,,,,50.92349999999999,,,,,
1288,K05916,,,0.7020000000000001,,,,,,,,2.7698,,,,,
1289,K05936,,,0.685,,,,,,,,5.6087,,,,,
1290,K05937,,,0.5922717817637844,,,,,,,,32.9365,,,,,
1291,K05970,,,0.5550902954717191,,,,,,,,17.4739,,,,,
1292,K05972,,,0.6313139313600451,,,,,,,,9.1943,,,,,
1293,K05973,,,0.6314805508290298,,,,,,,,19.3086,,,,,
1294,K05979,,,0.7240603084601867,,,,,0.574,,,31.291600000000003,,,,,5.0673
1295,K05989,,,0.65189275153359,,,,,,,,39.168499999999995,,,,,
1296,K05994,,,0.6970000000000001,,,,,,,,4.8815,,,,,
1297,K05995,,,0.6530566566442052,,,,,,,,115.3022,,,,,
1298,K05996,,,0.6890000000000001,,,,,,,,5.4596,,,,,
1299,K06006,,,0.592267790981876,,,,,0.608,,,29.792099999999998,,,,,2.9584
1300,K06013,,,0.6901877737053782,,,,,,,,52.1518,,,,,
1301,K06015,,,0.6818388750090467,,,,,,,,46.637299999999996,,,,,
1302,K06023,,,0.6105302287861919,,,,,,,,38.3219,,,,,
1303,K06024,,0.609,0.7147356717176764,,,,,,,7.1373,91.12490000000001,,,,,
1304,K06041,,,0.6268359055085166,,,,,,,,57.752199999999995,,,,,
1305,K06042,,0.37599999999999995,0.736718139190289,,,,,,,2.8283,12.8816,,,,,
1306,K06044,,,0.639,,,,,,,,6.7573,,,,,
1307,K06048,,,0.6545277513953329,,,,,,,,265.8167,,,,,
1308,K06075,,,0.6758745834145543,,,,,,,,13.673,,,,,
1309,K06076,,,0.6276696243433516,,,,,,,,6.7369,,,,,
1310,K06113,,,0.482,,,,,,,,5.1113,,,,,
1311,K06118,,,0.649,,,,,,,,17.9811,,,,,
1312,K06131,,,0.599,,,,,,,,7.3766,,,,,
1313,K06132,,,0.6476505034014709,,,,,,,,22.2814,,,,,
1314,K06133,,,0.6574127691473809,,,,,0.527,,,15.4779,,,,,3.2032
1315,K06134,,,0.7167939464268122,,,,,,,,10.0014,,,,,
1316,K06136,,,0.6595972875182521,,,,,,,,14.3484,,,,,
1317,K06137,,,0.5699114257054572,,,,,,,,29.1558,,,,,
1318,K06138,,,0.527,,,,,,,,4.0375,,,,,
1319,K06140,,,0.4920000000000001,,,,,,,,2.49,,,,,
1320,K06142,,,0.5417693585164984,,,,,0.5603715031771711,,,37.4496,,,,,11.380500000000001
1321,K06152,,,0.591601424866081,,,,,,,,29.2439,,,,,
1322,K06153,,,0.6515081635617335,,,,,0.658132822731306,,,180.69819999999996,,,,,6.1373
1323,K06162,,,0.6796024951846563,,,,,,,,19.544600000000003,,,,,
1324,K06163,,,0.622,,,,,,,,8.0468,,,,,
1325,K06164,,,0.6671277952133771,,,,,,,,18.3103,,,,,
1326,K06165,,,0.667,,,,,,,,3.5,,,,,
1327,K06166,,,0.6966846460633822,,,,,,,,9.234300000000001,,,,,
1328,K06167,,,0.6057044648137879,,,,,,,,21.6141,,,,,
1329,K06173,,,0.6777255613563602,,,,,,,,22.8099,,,,,
1330,K06174,,0.363,,,,,,,,4.2025,,,,,,
1331,K06178,,,0.692745237002188,,,,,,,,23.515,,,,,
1332,K06179,,,0.6629999999999999,,,,,,,,9.0013,,,,,
1333,K06180,,,0.7305282328257627,,,,,,,,34.5619,,,,,
1334,K06182,,,0.664,,,,,,,,3.2281,,,,,
1335,K06186,,,0.652,,,,,,,,5.1042,,,,,
1336,K06187,,,0.6800169649176194,,,,,,,,195.1896,,,,,
1337,K06188,,,0.6651927448993663,,,,,,,,10.495,,,,,
1338,K06190,,,0.6096420523085077,,,,,,,,21.5622,,,,,
1339,K06194,,,0.691,,,,,,,,6.4799,,,,,
1340,K06196,,0.35800000000000004,0.6950632529411714,,,,,,,3.2216,31.187999999999995,,,,,
1341,K06197,,0.392,0.6936823155280947,,,,,,,4.6522,12.7811,,,,,
1342,K06199,,,0.5896177321777247,,,,,,,,16.0918,,,,,
1343,K06200,,,0.629923306250117,,,,,,,,35.485200000000006,,,,,
1344,K06201,,,0.698,,,,,,,,5.0844,,,,,
1345,K06202,,,0.684,,,,,,,,4.9559,,,,,
1346,K06203,,,0.57,,,,,0.715,,,2.6583,,,,,2.7175
1347,K06204,,,0.6549902381817678,,,,,0.6927707328910959,,,227.40050000000002,,,,,8.873
1348,K06205,,,0.6559999999999999,,,,,,,,5.4286,,,,,
1349,K06206,,,0.667,,,,,,,,5.3412,,,,,
1350,K06207,,,0.6305135124390158,,,,,,,,70.5487,,,,,
1351,K06208,,,0.7039250656668534,,,,,,,,27.17,,,,,
1352,K06213,,,0.6185162596597358,,,,,,,,126.6225,,,,,
1353,K06215,,0.401,0.6845730299153862,,,,,,,4.2887,245.84460000000007,,,,,
1354,K06217,,,0.6368036560125212,,,,,,,,129.4419,,,,,
1355,K06218,,,0.6199153198844689,,,,,,,,8.0175,,,,,
1356,K06221,,,0.671,,,,,,,,8.3801,,,,,
1357,K06223,,0.33,0.617,,,,,,,2.3258,2.316,,,,,
1358,K06284,,,0.626,,,,,,,,4.2988,,,,,
1359,K06287,,,0.6663025434625458,,,,,0.737,,,99.4596,,,,,5.6047
1360,K06330,,,0.5920000000000001,,,,,,,,5.5139,,,,,
1361,K06346,,,0.6916729405397696,,,,,,,,72.40559999999999,,,,,
1362,K06373,,,0.624,,,,,,,,5.2905,,,,,
1363,K06374,,,0.562,,,,,,,,5.0927,,,,,
1364,K06381,,,0.6718171615580236,,,,,,,,69.55069999999999,,,,,
1365,K06384,,,0.6729141082481191,,,,,,,,27.135199999999998,,,,,
1366,K06400,,,0.6709538392712726,,,,,0.645179486828454,,,190.7782,,,,,5.7009
1367,K06402,,,0.653613805769161,,,,,,,,42.0043,,,,,
1368,K06412,,,0.638,,,,,,,,4.2122,,,,,
1369,K06413,,,0.6628494067974858,,,,,,,,39.6738,,,,,
1370,K06415,,,0.5760000000000001,,,,,,,,5.3791,,,,,
1371,K06442,,,0.6578977595784755,,,,,0.596,,,86.61189999999999,,,,,2.6399
1372,K06445,,,0.648,,,,,,,,6.8542,,,,,
1373,K06601,,,0.54,,,,,,,,2.6094,,,,,
1374,K06602,,,0.664,,,,,,,,2.8516,,,,,
1375,K06859,,,0.674,,,,,,,,5.6278,,,,,
1376,K06861,,,0.569334650660063,,,,,,,,24.0119,,,,,
1377,K06862,,,0.59,,,,,,,,2.8793,,,,,
1378,K06864,,0.345,0.7203104211046856,,,,,,,3.1324,64.0366,,,,,
1379,K06867,,,0.6059131472463828,0.5773768854384128,,0.517,,0.6559999999999999,,,37.0039,7.075699999999999,,2.0635,,2.9177
1380,K06872,,,0.612869981770577,,,,,0.53,,,23.006600000000002,,,,,3.2714
1381,K06877,,,0.7129999999999999,,,,,,,,8.5375,,,,,
1382,K06878,,,0.6922673257732133,,,,,,,,12.888399999999999,,,,,
1383,K06880,,,0.7004276028512118,,,,,,,,24.597600000000003,,,,,
1384,K06881,,,0.6252644054853247,,,,,,,,10.9901,,,,,
1385,K06884,,,0.6551098133881749,,,,,,,,13.3791,,,,,
1386,K06886,,,0.6667386102311682,,,,,0.677,,,235.05790000000002,,,,,6.0153
1387,K06888,,0.35246415565497874,0.6774600958435563,,,,,,,7.4322,462.3437,,,,,
1388,K06889,,,0.653735748124421,,,,,,,,61.49779999999999,,,,,
1389,K06890,,,0.519,,,,,,,,3.979,,,,,
1390,K06891,,,0.6140548644654317,,,,,,,,119.97810000000001,,,,,
1391,K06893,,,0.6189580249409998,0.6472976008856939,0.635,,,0.6449487001549952,,,158.39179999999996,17.9278,3.9853,,,120.7806
1392,K06897,,0.374,0.6702185203727411,,,,,,,2.5964,59.8219,,,,,
1393,K06898,,,0.7252024052208288,,,,,,,,8.4835,,,,,
1394,K06901,,,0.6425893972965485,,,,,,,,149.6069,,,,,
1395,K06902,,,0.6,,,,,,,,2.6686,,,,,
1396,K06903,,,0.6809999999999999,,,,,,,,2.0311,,,,,
1397,K06904,,,0.6090672399524754,,,,,,,,6.6962,,,,,
1398,K06907,,,0.6564648478881856,,,,,,,,33.4449,,,,,
1399,K06908,,,,,,,,0.54,,,,,,,,2.3543
1400,K06909,,,0.55,,,,,0.659,,,3.0433,,,,,4.1433
1401,K06911,,0.377,0.6712304611997423,,,,,,,3.6275,228.4206,,,,,
1402,K06915,,0.7009999999999998,0.6321709159935236,,,,,,,17.5739,41.987399999999994,,,,,
1403,K06919,,,0.5870682310186286,,,,,,,,6.7202,,,,,
1404,K06920,,0.36,0.6705763559262686,,,,,,,3.3679,15.678,,,,,
1405,K06921,,,0.6940000000000001,,,,,,,,3.3255,,,,,
1406,K06922,,,0.688,,,,,,,,5.5174,,,,,
1407,K06923,,,0.6235402154563751,,,,,,,,9.296299999999999,,,,,
1408,K06925,,,0.6654389258921085,,,,,0.7709999999999999,,,111.38959999999999,,,,,10.3152
1409,K06928,,0.36300000000000004,0.720453100018126,,,,,,,3.2619,33.9289,,,,,
1410,K06929,,,0.6607473895602071,,,,,,,,119.61739999999998,,,,,
1411,K06932,,0.341,,,,,,,,4.6203,,,,,,
1412,K06934,,,0.5832543439099442,,,,,,,,5.9199,,,,,
1413,K06936,,,0.63,,,,,,,,2.7404,,,,,
1414,K06937,,,0.6146540003655564,,,,,,,,90.04249999999999,,,,,
1415,K06938,,,0.6759999999999999,,,,,,,,2.0766,,,,,
1416,K06940,,,0.644,,,,,0.5277772199686735,,,4.706,,,,,9.0677
1417,K06941,,,0.6584682675064463,,,,,0.7499999999999999,,,138.91259999999997,,,,,3.3131
1418,K06945,,,0.6844105149951665,,,,,,,,77.5285,,,,,
1419,K06946,,,0.679,,,,,,,,3.4101,,,,,
1420,K06949,,,0.6976637254378737,,,,,,,,83.9717,,,,,
1421,K06952,,,0.6835660815851805,,,,,,,,18.8935,,,,,
1422,K06958,,,0.6971046747641243,,,,,,,,58.04509999999999,,,,,
1423,K06960,,,0.6114330485930867,,,,,0.7509999999999999,,,64.6559,,,,,10.6214
1424,K06971,,,0.6147226906619684,,,,,,,,8.8955,,,,,
1425,K06973,,,0.6489771321205168,,,,,,,,59.087999999999994,,,,,
1426,K06974,,,0.5630181035442702,,,,,,,,8.6543,,,,,
1427,K06975,,,0.6431016796643184,,,,,0.6809999999999999,,,17.648,,,,,6.9524
1428,K06976,,,0.6614352979510724,,,,,0.539,,,58.8169,,,,,2.19
1429,K06978,,,0.604451615526596,,,,,,,,37.2572,,,,,
1430,K06980,,,0.6780360996635515,,,,,,,,17.283,,,,,
1431,K06984,,,0.748,,,,,,,,2.3935,,,,,
1432,K06985,,,0.6181428827041774,,,,,0.607,,,23.907,,,,,6.0161
1433,K06986,,,0.5674549954900076,,,,,,,,13.074100000000001,,,,,
1434,K06987,,,0.6843708418350835,,,,,,,,18.2791,,,,,
1435,K06988,,,0.6368172758242965,,,,,,,,47.55929999999999,,,,,
1436,K06989,,,0.6724388203969685,,,,,,,,14.2804,,,,,
1437,K06990,,,0.7348131720011779,,,,,,,,9.808,,,,,
1438,K06994,,,0.685156069272163,,,,,,,,198.80749999999998,,,,,
1439,K06995,,,0.675,,,,,0.563,,,3.8125,,,,,3.4977
1440,K06996,,,0.649418316283377,,,,,0.6684588224177185,,,230.53739999999996,,,,,31.685699999999997
1441,K06997,,,0.6805706140806821,,,,,,,,119.88750000000002,,,,,
1442,K06998,,0.7,0.6726878746658647,,,,,,,6.5506,95.97969999999998,,,,,
1443,K06999,,,0.7080135610705345,,,,,,,,32.202799999999996,,,,,
1444,K07000,,,0.633,,,,,,,,3.9444,,,,,
1445,K07001,,,0.6752538392882113,,,,,,,,19.509900000000002,,,,,
1446,K07005,,0.332,0.6577331990686323,,,,,0.5653981419188785,,4.7398,124.345,,,,,11.5682
1447,K07006,,,0.6004779062907253,,,,,,,,57.569900000000004,,,,,
1448,K07009,,,0.7181389611104649,,,,,,,,33.604600000000005,,,,,
1449,K07010,,,0.7138401546486776,,,,,,,,62.52899999999999,,,,,
1450,K07018,,,0.6637139908482894,,,,,,,,21.2513,,,,,
1451,K07020,,,0.6317990709986713,,,,,,,,39.8877,,,,,
1452,K07023,,0.343,0.5883765474738035,,,,,0.736,,4.4381,14.6144,,,,,3.2428
1453,K07025,,,0.6957680216126575,,,,,,,,20.1327,,,,,
1454,K07027,,,0.6906904379003602,,,,,,,,34.889199999999995,,,,,
1455,K07028,,,0.6687272910799642,,,,,,,,24.623800000000003,,,,,
1456,K07029,,,0.6852920888027875,,,,,,,,61.1596,,,,,
1457,K07030,,,0.7231141218822086,,,,,,,,46.77380000000001,,,,,
1458,K07031,,,0.5489999999999999,,,,,,,,5.6101,,,,,
1459,K07032,,0.326,0.662121787970213,,,,,,,2.506,128.51180000000002,,,,,
1460,K07034,,,0.5626839609115364,,,,,,,,18.637100000000004,,,,,
1461,K07037,,,0.5540663704470014,,,,,,,,22.290399999999998,,,,,
1462,K07038,,,0.662280022496616,,,,,0.54,,,55.601200000000006,,,,,4.9948
1463,K07040,,,0.6598987366743893,,,,,,,,70.6745,,,,,
1464,K07042,,,0.6717779055689362,,,,,,,,103.3635,,,,,
1465,K07045,,,0.6832671888263859,,,,,,,,27.2954,,,,,
1466,K07046,,,0.483,,,,,,,,3.3305,,,,,
1467,K07048,,,0.677,,,,,,,,7.7198,,,,,
1468,K07050,,,0.703,,,,,,,,6.7313,,,,,
1469,K07051,,,0.644,,,,,,,,6.4081,,,,,
1470,K07052,,0.5647986373627961,0.6583946628923331,,,,,0.7050072788420065,,9.7714,154.0979,,,,,42.200199999999995
1471,K07053,,,0.7137735533733461,,,,,,,,51.8135,,,,,
1472,K07054,,,0.6646180745453484,,,,,,,,127.8818,,,,,
1473,K07056,,,0.6657080337659866,,,,,,,,97.10400000000003,,,,,
1474,K07057,,,,,,,,0.7170000000000002,,,,,,,,5.5791
1475,K07058,,,0.6376489013012004,0.65,,,,0.69270456288527,,,710.7562000000004,5.0272,,,,139.7755
1476,K07063,,,0.6235868429467049,,,,,0.6774007738846308,,,10.9016,,,,,12.3013
1477,K07064,,,0.6520697155316665,,,,,0.6171339402190587,,,23.743299999999998,,,,,6.0641
1478,K07065,,,0.6542647355256643,,,,,0.667,,,29.2949,,,,,2.814
1479,K07067,,,0.6673824890034497,,,,,,,,10.604500000000002,,,,,
1480,K07068,,,0.688600496165565,,,,,0.6188896377033942,,,209.39659999999992,,,,,14.8863
1481,K07071,,,0.6553951494375436,,,,,,,,20.5927,,,,,
1482,K07074,,,0.495,,,,,,,,3.2062,,,,,
1483,K07075,,,0.5870000000000001,,,,,,,,4.0411,,,,,
1484,K07076,,,0.6132668655866306,,,,,,,,10.616299999999999,,,,,
1485,K07080,,,0.6174474454919328,,,,,,,,105.78169999999999,,,,,
1486,K07082,,,0.6725814894230175,,,,,0.6910675543572732,,,180.28530000000003,,,,,8.8372
1487,K07089,,,0.6777282386926787,,,,,,,,112.57600000000004,,,,,
1488,K07090,,0.38300000000000006,0.6566494519614766,,,,,0.6681775567404251,,3.7384,234.43900000000002,,,,,27.4664
1489,K07091,,,0.615,,,,,,,,8.4338,,,,,
1490,K07092,,,0.7490000000000001,,,,,,,,6.9028,,,,,
1491,K07093,,,0.6820543892250218,,,,,,,,43.4216,,,,,
1492,K07095,,,0.705,,,,,,,,3.8716,,,,,
1493,K07096,,,0.7027296575779995,,,,,,,,45.909600000000005,,,,,
1494,K07098,,,0.6703893977790674,,,,,,,,47.589200000000005,,,,,
1495,K07100,,,0.693473164366133,,,,,,,,83.41579999999999,,,,,
1496,K07101,,,0.7490000000000001,,,,,,,,9.2987,,,,,
1497,K07102,,,0.5973530731811505,,,,,,,,34.9766,,,,,
1498,K07104,,,0.6704730630685463,,,,,,,,79.45569999999998,,,,,
1499,K07106,,,0.6297956318329283,,,,,,,,55.71119999999999,,,,,
1500,K07107,,,0.6331816508149658,,,,,0.525,,,153.31510000000006,,,,,3.2346
1501,K07112,,,0.6536753325255008,,,,,,,,22.744999999999997,,,,,
1502,K07113,,,0.6424725758970644,,,,,,,,5.9054,,,,,
1503,K07114,,,0.5949623099240026,,,,,0.6974892184053304,,,36.2108,,,,,20.7738
1504,K07115,,,0.658499428502384,,,,,,,,8.4286,,,,,
1505,K07118,,,0.608,,,,,,,,5.0425,,,,,
1506,K07120,,,0.6608068254980942,,,,,,,,20.088900000000002,,,,,
1507,K07124,,,0.6454814380726753,,,,,,,,26.027299999999997,,,,,
1508,K07126,,,0.6466488232953542,,,,,0.7040000000000001,,,31.022799999999997,,,,,4.8235
1509,K07127,,,0.6645331748247852,,,,,,,,31.337200000000003,,,,,
1510,K07130,,,0.5671367953256344,,,,,,,,31.736600000000003,,,,,
1511,K07131,,,0.698366168951692,,,,,,,,86.9033,,,,,
1512,K07141,,,0.7056154120766989,,,,,0.73048141210528,,,80.32079999999998,,,,,11.6288
1513,K07144,,,0.593,,,,,,,,3.1127,,,,,
1514,K07147,,,0.6410593050387259,,,,,,,,54.317,,,,,
1515,K07148,,,0.5919846598073357,,,,,,,,11.187,,,,,
1516,K07149,,,0.7045340972262136,,,,,,,,10.136800000000001,,,,,
1517,K07150,,,0.664,,,,,,,,3.2893,,,,,
1518,K07152,,0.507,0.5653638163068226,,,,,0.6985313293340664,,4.0846,92.5066,,,,,19.2945
1519,K07154,,,0.5849682300630943,,,,,,,,3.6431,,,,,
1520,K07156,,0.638,0.6789281881822635,,,,,0.7102042408789802,,2.414,29.0636,,,,,15.648399999999999
1521,K07157,,,0.635,,,,,,,,7.8622,,,,,
1522,K07160,,,0.576320457383699,,,,,,,,15.656699999999999,,,,,
